Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF
"TestConfigurationConverter",4,0.00,1.00,42,0.57,9707.44,4,0,4,4,3,149.80,7,52,14.00
"TestConfigurationDynaBean",39,0.02,2.49,331,4.51,165956.63,44,5,6,44,2,116.19,139,541,24.00
"TestConfigurationFactory",13,0.12,1.08,114,1.52,32823.63,25,12,4,15,6,158.07,16,225,14.00
"TestConfigurationKey",8,0.10,1.00,93,1.08,32266.17,11,3,1,8,1,149.92,5,111,12.00
"TestConfigurationMap",5,0.17,1.40,28,0.33,7954.65,8,3,3,10,2,121.76,19,52,6.00
"TestConfigurationSet",6,0.20,1.67,36,0.48,13689.98,9,3,5,11,2,132.31,19,63,8.00
"TestConfigurationUtils",2,1.00,1.00,25,0.42,12739.21,3,1,3,3,3,139.78,4,60,15.00
"TestConfigurationXMLDocument",16,0.02,1.12,149,1.89,52781.93,22,6,12,16,8,136.38,41,200,19.00
"TestConfigurationXMLDocument$ConnectionData",6,0.00,1.00,16,0.07,552.10,9,3,12,6,0,187.33,4,30,0.00
"TestConfigurationXMLDocument$Table",8,0.00,1.00,20,0.11,972.93,11,3,12,8,0,170.23,20,38,3.00
"TestConfigurationXMLDocument$TableField",4,0.00,1.00,11,0.05,365.10,6,2,12,4,0,188.94,4,21,0.00
"TestDOM4JConfiguration",6,0.33,1.00,35,0.39,9709.52,9,3,2,8,1,166.93,6,49,8.00
"TestDatabaseConfiguration",16,0.00,1.00,81,1.00,15230.84,18,2,12,16,1,170.77,14,119,13.00
"TestEqualBehaviour",11,0.00,1.27,115,1.49,48378.17,11,0,4,11,3,130.19,30,144,20.00
"TestEqualsProperty",1,0.00,1.00,6,0.06,826.57,2,1,2,3,1,86.55,6,10,6.00
"TestHierarchicalConfiguration",9,0.12,1.56,161,2.09,72246.02,12,3,5,9,3,139.19,5,190,19.00
"TestHierarchicalConfigurationXMLReader",2,0.50,1.00,31,0.43,10232.98,4,2,7,2,2,127.88,5,38,36.00
"TestHierarchicalDOM4JConfiguration",6,0.25,1.00,39,0.43,8108.24,10,4,3,6,1,165.31,5,53,8.00
"TestHierarchicalXMLConfiguration",6,0.25,1.00,39,0.43,8108.24,10,4,3,6,1,165.31,5,53,8.00
"TestJNDIConfiguration",18,0.04,1.00,48,0.36,4559.57,21,3,1,18,3,180.72,9,69,11.00
"TestJNDIEnvironmentValues",12,0.00,1.33,52,0.56,8977.53,13,1,3,12,2,159.62,3,89,9.00
"TestNonStringProperties",1,0.00,1.00,5,0.05,559.89,2,1,1,3,2,90.83,6,8,3.00
"TestPropertiesConfiguration",10,0.14,1.30,67,0.77,17739.94,14,4,4,14,2,164.30,10,89,10.00
"TestPropertiesSequence",3,0.00,3.67,70,1.15,55809.81,3,0,7,3,4,125.39,6,82,75.00
"TestPropertiesTokenizer",1,0.00,1.00,11,0.16,4679.99,1,0,1,1,0,70.80,6,13,51.00
"TestStrictConfigurationComparator",2,1.00,1.00,23,0.28,7375.47,4,2,1,4,4,53.12,18,41,4.00
"TestSubsetConfiguration",7,0.00,1.00,59,0.77,14602.32,7,0,4,7,3,154.38,12,67,11.00
"TestXMLConfiguration",19,0.04,1.21,214,2.47,96601.59,23,4,6,21,2,139.46,41,251,15.00
"XMLConfiguration",31,0.08,2.77,284,3.41,137742.12,37,6,33,31,7,64.25,214,363,35.00
System overview for No System Name
Name, No. Packages, NOS, AVCC, HBUG, HEFF, MI, CCML, NLOC
"No System Name",2,5893,1.69,84.24,2894399.44,73.84,5566,9189
