Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, LCOM2, MAXCC, R-R, NSUB, NSUP, NCO, FOUT, DIT, CCOM, COH, S-R, Superclass, MINC, EXT, INTR, MPC, HVOL, HIER, HLTH, SIX, TCC, NQU, F-IN, MOD, LMC
"ArrayIterator",4,0.00,1.00,9,0.06,477.97,4,0,0,4,2,114.13,53,15,0.00,4.00,1,0.50,0,1,4,1,2,5,0.00,0.00,org.apache.commons.collections.iterators.ArrayIterator,141.27,0,0,0,191.01,0,60,0.13,4,0,1,1,0
"ArrayListIterator",12,0.73,1.25,37,0.34,5854.89,13,1,4,12,5,83.09,121,54,6.00,22.00,2,0.50,0,1,7,2,2,17,0.33,0.00,org.apache.commons.collections.iterators.ArrayIterator,131.30,0,1,0,1016.08,2,256,0.17,15,5,3,1,1
"ArrayStack",10,1.00,1.70,46,0.40,12695.78,11,1,2,10,12,71.68,94,68,6.00,10.00,3,0.50,0,1,2,2,2,13,0.00,0.00,java.util.ArrayList,121.45,0,1,0,1199.27,3,281,0.00,17,8,10,1,2
"Bag",11,0.00,1.00,12,1.16,20155.29,11,0,3,11,31,125.27,156,13,0.00,11.00,1,0.50,0,1,0,0,2,408,0.00,0.00,,143.66,0,0,0,3487.99,0,763,0.00,11,11,31,1,0
"BagUtils",11,2.00,1.00,24,0.24,3465.76,13,2,12,14,19,123.61,160,36,9.00,11.00,1,0.00,0,0,1,18,1,14,0.00,0.00,java.lang.Object,138.46,3,0,3,728.06,0,196,0.00,11,10,1,1,0
"BagUtils$PredicatedBag",6,0.00,1.00,14,0.11,1295.65,6,0,2,6,2,138.66,0,23,4.00,6.00,1,0.50,0,1,1,2,2,0,0.00,0.00,CollectionUtils.PredicatedCollection,138.66,0,1,0,337.49,1,98,0.00,6,5,0,1,1
"BagUtils$PredicatedSortedBag",5,0.00,1.00,11,0.07,694.89,5,0,2,5,2,141.12,0,19,4.00,5.00,1,0.50,0,1,1,2,2,0,0.00,0.00,org.apache.commons.collections.PredicatedBag,141.12,0,1,0,202.81,0,65,0.00,5,4,0,1,1
"BagUtils$SynchronizedBag",6,0.00,1.00,13,0.11,1428.99,6,0,2,6,1,139.53,0,22,4.00,6.00,1,0.50,0,1,1,1,2,0,0.00,0.00,CollectionUtils.SynchronizedCollection,139.53,0,1,0,329.22,0,95,0.00,6,5,0,1,1
"BagUtils$SynchronizedSortedBag",5,0.00,1.00,11,0.07,802.86,5,0,2,5,1,140.63,0,19,4.00,5.00,1,0.50,0,1,1,1,2,0,0.00,0.00,org.apache.commons.collections.SynchronizedBag,140.63,0,1,0,205.06,0,65,0.00,5,4,0,1,1
"BagUtils$UnmodifiableBag",6,0.00,1.00,13,0.10,952.02,6,0,2,6,1,140.92,0,22,6.00,6.00,1,0.50,0,1,1,1,2,0,0.00,0.00,CollectionUtils.UnmodifiableCollection,140.92,0,1,0,295.06,0,87,0.00,6,5,0,1,0
"BagUtils$UnmodifiableSortedBag",5,0.00,1.00,11,0.06,654.73,5,0,2,5,1,141.33,0,19,4.00,5.00,1,0.50,0,1,1,1,2,0,0.00,0.00,org.apache.commons.collections.UnmodifiableBag,141.33,0,1,0,189.63,0,62,0.00,5,4,0,1,1
"BeanMap",32,0.03,2.09,186,2.17,76085.01,38,6,17,33,9,65.95,307,287,22.00,340.00,8,0.50,0,1,10,4,2,53,0.14,0.00,java.util.AbstractMap,115.42,1,1,1,6503.06,2,1356,0.00,67,22,5,1,15
"BeanMap$AbstractSet",2,0.00,1.00,5,0.03,254.31,2,0,17,2,1,139.35,0,8,2.00,2.00,1,0.00,0,0,0,1,1,0,0.00,0.00,java.lang.Object,139.35,0,0,0,78.89,1,24,0.00,2,2,0,1,0
"BeanMap$AbstractSet$Iterator",3,0.50,1.00,9,0.07,1022.98,4,1,15,5,2,133.03,0,15,4.00,1.00,1,0.00,0,0,1,2,1,0,0.67,0.00,java.lang.Object,133.03,2,0,2,214.68,1,61,0.00,3,2,0,0,0
"BeanMap$Iterator",3,0.00,1.00,8,0.05,610.46,3,0,17,3,0,136.70,0,12,2.00,3.00,1,0.00,0,0,1,0,1,0,0.00,0.00,java.lang.Object,136.70,0,0,0,135.94,1,40,0.00,3,2,0,1,0
"BeanMap$Iterator_7",3,0.00,1.00,9,0.06,1066.59,3,0,17,3,1,132.88,0,13,3.00,3.00,1,0.00,0,0,1,1,1,0,0.00,0.00,java.lang.Object,132.88,0,0,0,194.03,1,52,0.00,3,2,0,1,0
"BeanMap$MyMapEntry",2,1.00,1.00,12,0.10,1978.24,3,1,17,2,2,68.16,18,15,7.00,2.00,1,0.67,0,2,1,2,3,5,0.50,0.00,org.apache.commons.collections.keyvalue.AbstractMapEntry,118.16,0,0,0,295.59,2,75,0.00,2,1,0,2,0
"BeanMap$Transformer",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_0",1,0.00,1.00,3,0.03,342.66,1,0,17,1,0,133.01,0,5,6.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,133.01,0,0,0,76.15,0,20,0.00,1,1,0,1,0
"BeanMap$Transformer_1",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_2",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_3",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_4",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_5",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_6",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BidiMap",5,0.00,1.00,6,0.22,3008.00,5,0,0,5,26,169.07,93,7,0.00,5.00,1,0.50,0,1,0,2,2,30,0.00,0.00,,145.93,0,0,0,668.00,0,169,0.33,5,5,24,1,0
"BinaryHeap",28,0.04,1.93,136,1.57,79210.68,33,5,4,28,4,67.78,255,187,14.00,194.00,8,0.50,0,1,17,3,2,56,0.24,0.00,java.util.AbstractCollection,117.77,0,1,0,4718.00,1,1030,0.00,54,11,1,2,11
"BinaryHeap$Iterator",3,0.50,3.33,29,0.27,15747.59,5,2,4,3,0,104.19,0,43,16.00,0.00,7,0.00,0,0,1,0,1,1,0.83,0.00,java.lang.Object,104.19,0,0,0,819.04,5,170,0.00,10,2,0,1,1
"BlockingBuffer",6,0.00,1.67,29,0.21,3822.12,6,0,3,6,6,92.89,35,46,6.00,0.00,3,0.67,0,2,1,3,3,5,0.00,0.00,org.apache.commons.collections.buffer.SynchronizedBuffer,123.01,0,0,0,633.35,3,156,0.19,10,5,3,1,0
"BooleanComparator",10,0.07,1.00,27,0.26,5451.39,13,3,2,11,3,86.96,106,40,16.00,34.00,1,0.00,0,0,2,0,1,11,0.27,0.00,java.lang.Object,133.13,1,1,1,787.56,1,204,0.00,10,8,3,2,1
"BoundedCollection",2,0.00,1.00,3,0.03,232.86,2,0,1,2,6,130.06,10,4,0.00,2.00,1,0.50,0,1,0,0,2,6,0.00,0.00,,147.93,0,0,0,97.95,0,30,0.00,2,2,6,1,0
"BoundedFifoBuffer",14,0.17,2.29,72,0.89,46758.64,19,5,9,14,8,69.33,108,100,10.00,0.00,6,0.33,1,1,4,4,2,17,0.36,0.50,java.util.AbstractCollection,116.20,0,1,0,2667.10,2,565,0.00,32,10,4,1,2
"BoundedFifoBuffer",14,0.17,2.29,72,0.89,46421.62,19,5,5,14,7,69.02,109,100,10.00,0.00,6,0.50,0,1,4,4,2,17,0.36,0.00,java.util.AbstractCollection,116.22,0,1,0,2655.81,2,563,0.00,32,10,3,1,2
"BoundedFifoBuffer$Iterator",3,0.67,2.67,32,0.28,14874.36,6,3,9,3,1,150.85,2,42,3.00,0.00,5,0.00,0,0,1,1,1,2,0.78,0.00,java.lang.Object,102.94,0,0,0,843.45,2,176,0.00,8,2,0,1,2
"BoundedFifoBuffer$Iterator",3,0.67,2.67,30,0.28,14722.25,6,3,5,3,1,151.93,2,38,3.00,0.00,5,0.00,0,0,1,1,1,2,0.78,0.00,java.lang.Object,104.02,0,0,0,833.81,2,174,0.00,8,2,0,1,2
"BoundedMap",2,0.00,1.00,3,0.03,232.86,2,0,1,2,3,130.06,10,4,0.00,2.00,1,0.50,0,1,0,0,2,6,0.00,0.00,,147.93,0,0,0,97.95,0,30,0.00,2,2,3,1,0
"Buffer",2,0.00,1.00,3,0.03,267.11,2,0,1,2,26,115.24,12,4,0.00,2.00,1,0.50,0,1,0,0,2,6,0.00,0.00,,147.46,0,0,0,94.37,0,30,0.00,2,2,26,1,0
"BufferOverflowException",4,0.33,1.00,12,0.06,470.29,5,1,0,4,4,87.74,33,17,1.00,0.00,1,0.50,0,1,3,0,2,5,0.75,0.00,java.lang.RuntimeException,136.67,0,0,0,175.28,1,54,0.00,4,1,4,1,0
"BufferUnderflowException",4,0.33,1.00,12,0.06,470.29,5,1,1,4,17,87.16,34,17,1.00,0.00,1,0.50,0,1,3,0,2,5,0.75,0.00,java.util.NoSuchElementException,136.67,0,0,0,175.28,1,54,0.00,4,1,17,1,0
"BufferUtils",7,1.00,1.00,15,0.14,1985.89,8,1,6,9,14,107.26,89,23,7.00,7.00,1,0.00,0,0,1,10,1,9,0.00,0.00,java.lang.Object,139.11,2,0,2,426.73,0,117,0.00,7,6,4,1,0
"BufferUtils$PredicatedBuffer",3,0.00,1.00,7,0.05,511.96,3,0,1,3,2,139.47,0,13,6.00,3.00,1,0.50,0,1,1,2,2,0,0.00,0.00,CollectionUtils.PredicatedCollection,139.47,0,1,0,160.20,0,49,0.00,3,2,0,1,0
"BufferUtils$SynchronizedBuffer",4,0.00,2.00,21,0.17,3513.21,4,0,1,4,2,120.50,0,32,7.00,4.00,3,0.00,0,0,0,2,1,0,0.00,0.00,java.lang.Object,120.50,0,0,0,504.75,3,120,0.00,8,4,0,2,0
"BufferUtils$SynchronizedBuffer_0",3,0.00,1.00,7,0.05,577.05,3,0,1,3,1,139.06,0,13,6.00,3.00,1,0.50,0,1,1,1,2,0,0.00,0.00,CollectionUtils.SynchronizedCollection,139.06,0,1,0,157.78,0,48,0.00,3,2,0,1,0
"BufferUtils$UnmodifiableBuffer",3,0.00,1.00,7,0.04,392.50,3,0,1,3,1,140.37,0,13,5.00,3.00,1,0.50,0,1,1,1,2,0,0.00,0.00,CollectionUtils.UnmodifiableCollection,140.37,0,1,0,132.21,0,42,0.00,3,2,0,1,0
"BulkTest",5,0.75,1.60,19,0.17,2946.92,6,1,9,5,73,120.14,186,29,7.00,7.00,3,0.01,126,1,1,1,2,15,0.40,63.00,junit.framework.TestCase,127.19,0,1,0,518.70,3,127,0.00,8,4,73,1,0
"BulkTestSuiteMaker",11,0.03,3.36,95,1.20,36055.72,15,4,0,11,1,82.71,60,116,23.00,26.00,6,0.00,0,0,4,1,1,23,0.23,0.00,java.lang.Object,107.61,0,0,0,3603.88,0,732,0.00,37,7,1,0,9
"CaseInsensitiveMap",8,1.00,1.12,22,0.16,1873.99,9,1,5,8,2,87.22,80,33,5.00,20.00,2,0.50,0,1,6,1,2,11,0.00,0.00,org.apache.commons.collections.map.AbstractHashedMap,135.69,0,1,0,475.34,3,133,0.04,9,2,1,1,0
"ChainedClosure",5,0.38,2.20,37,0.36,11938.33,7,2,4,5,5,62.01,48,43,11.00,7.00,4,0.00,0,0,2,3,1,7,0.20,0.00,java.lang.Object,111.47,0,1,0,1091.43,0,236,0.00,11,3,2,1,0
"ChainedTransformer",5,0.38,2.20,38,0.37,12581.36,7,2,4,5,5,61.40,48,44,11.00,7.00,4,0.00,0,0,1,3,1,7,0.20,0.00,java.lang.Object,110.86,0,1,0,1107.35,0,240,0.00,11,4,2,1,0
"CircularFifoBuffer",4,0.00,1.25,11,0.06,579.85,4,0,1,4,2,101.66,49,17,1.00,4.00,2,0.67,0,2,3,1,3,5,0.00,0.00,org.apache.commons.collections.buffer.BoundedFifoBuffer,137.31,0,0,0,174.22,3,54,0.00,5,1,1,1,0
"CloneTransformer",2,2.00,1.50,9,0.06,983.08,4,2,2,3,4,75.09,18,13,5.00,2.00,2,0.00,0,0,1,2,1,3,0.00,0.00,java.lang.Object,125.09,1,1,1,188.21,0,51,0.00,3,1,2,1,0
"Closure",1,0.00,1.00,2,0.01,84.05,1,0,0,1,15,96.28,8,3,0.00,1.00,1,0.00,0,0,1,0,1,1,0.00,0.00,,144.39,0,0,0,35.22,0,12,0.00,1,0,15,1,0
"ClosureTransformer",3,0.25,1.33,13,0.08,1166.06,5,2,3,3,4,76.55,27,18,5.00,1.00,2,0.00,0,0,1,2,1,4,0.33,0.00,java.lang.Object,126.55,0,1,0,253.56,0,68,0.00,4,2,2,1,0
"ClosureUtils",17,0.00,1.12,52,0.60,17339.10,17,0,11,17,15,88.84,198,69,16.00,17.00,3,0.00,0,0,1,13,1,20,0.00,0.00,java.lang.Object,128.94,0,0,0,1791.95,0,412,0.00,19,16,2,1,2
"CollatingIterator",21,0.03,1.95,127,1.10,29928.77,26,5,8,21,3,69.70,162,154,14.00,95.00,6,0.00,0,0,13,1,1,30,0.23,0.00,java.lang.Object,116.56,0,1,0,3307.68,1,749,0.00,41,8,2,1,10
"ComparableComparator",5,0.50,1.00,12,0.11,2061.34,7,2,2,6,10,94.26,57,20,17.00,8.00,1,0.00,0,0,1,0,1,5,0.10,0.00,java.lang.Object,135.99,1,1,1,341.04,1,93,0.00,5,4,10,1,0
"ComparatorChain",18,0.04,1.83,85,0.81,24073.11,22,4,6,18,3,70.92,167,119,12.00,10.00,6,0.00,0,0,13,0,1,21,0.29,0.00,java.lang.Object,120.81,0,1,0,2431.32,2,557,0.00,33,5,3,1,4
"ComparatorUtils",12,0.45,1.67,47,0.46,14021.05,13,1,8,13,9,80.22,132,67,13.00,0.00,3,0.00,0,0,1,7,1,13,0.58,0.00,java.lang.Object,124.34,1,0,1,1378.48,0,326,0.00,20,11,2,1,1
"CompositeCollection",23,0.11,1.91,137,1.35,43535.78,25,2,8,23,13,68.46,180,154,17.00,0.00,5,0.00,1,0,9,3,1,26,0.39,1.00,java.lang.Object,115.84,0,1,0,4063.58,1,904,0.00,44,14,10,1,4
"CompositeCollection$CollectionMutator",3,0.00,1.00,4,0.16,3050.26,3,0,8,3,1,104.87,36,5,0.00,3.00,1,0.00,0,0,0,1,1,9,0.00,0.00,,142.43,0,0,0,489.88,0,119,0.00,3,3,0,1,0
"CompositeMap",22,0.12,2.14,147,1.50,60409.41,24,2,7,22,8,76.84,269,155,12.00,0.00,4,0.00,0,0,9,2,1,25,0.39,0.00,java.lang.Object,112.66,0,1,0,4508.55,1,977,0.00,47,13,6,1,2
"CompositeMap$MapMutator",3,0.00,1.00,4,0.19,2793.24,3,0,7,3,1,142.26,48,6,0.00,3.00,1,0.00,0,0,2,1,1,9,0.00,0.00,,142.73,0,0,0,579.71,0,128,0.00,3,1,0,2,0
"CompositeSet",10,0.00,2.40,60,0.67,25249.65,10,0,5,10,6,72.34,70,73,22.00,18.00,7,0.50,0,1,7,1,2,12,0.00,0.00,org.apache.commons.collections.collection.CompositeCollection,114.63,0,1,0,2006.76,5,428,0.00,24,3,5,1,1
"CompositeSet$SetMutator",1,0.00,1.00,2,0.03,345.40,1,0,5,1,1,119.41,14,3,0.00,1.00,1,0.50,0,1,1,1,2,1,0.00,0.00,,139.55,0,0,0,100.47,0,26,0.00,1,0,0,2,0
"ConstantFactory",3,0.00,1.33,13,0.08,1099.52,6,3,2,4,5,78.27,30,18,3.00,2.00,2,0.00,0,0,1,1,1,4,0.33,0.00,java.lang.Object,126.75,1,1,1,249.11,0,66,0.00,4,2,4,1,0
"ConstantTransformer",3,0.00,1.33,13,0.08,1063.30,6,3,2,4,6,78.38,30,18,4.00,2.00,2,0.00,0,0,1,1,1,4,0.33,0.00,java.lang.Object,126.86,1,1,1,250.88,0,67,0.00,4,2,5,1,0
"CursorableLinkedList",19,0.36,1.68,90,0.81,16004.23,21,2,11,20,3,77.40,206,119,13.00,61.00,4,0.50,0,1,14,1,2,36,0.16,0.00,org.apache.commons.collections.list.AbstractLinkedList,122.38,1,1,1,2424.09,8,566,0.15,32,5,2,1,7
"CursorableLinkedList",45,0.01,2.62,350,3.95,158149.30,50,5,13,47,2,59.74,431,433,22.00,234.00,6,0.00,1,0,11,1,1,61,0.21,1.00,java.lang.Object,109.24,2,1,2,11856.33,0,2499,0.00,118,34,2,1,12
"CursorableLinkedList$Cursor",8,0.14,2.12,42,0.33,8400.78,10,2,11,8,1,83.35,51,61,4.00,20.00,4,0.50,0,1,7,1,2,14,0.38,0.00,AbstractLinkedList.LinkedListIterator,119.86,0,0,0,999.83,1,242,0.00,17,1,0,2,0
"CursorableLinkedList$Cursor",10,0.67,2.20,50,0.43,11812.45,11,1,13,10,0,169.52,8,70,11.00,26.00,6,0.50,0,1,8,0,2,1,0.40,0.00,org.apache.commons.collections.ListIter,120.23,0,1,0,1304.96,3,317,0.00,22,2,0,1,1
"CursorableLinkedList$ListIter",11,0.28,1.82,75,0.71,19042.18,15,4,13,11,0,113.98,0,100,16.00,0.00,3,0.00,0,0,5,0,1,0,0.50,0.00,java.lang.Object,113.98,0,1,0,2115.70,4,480,0.00,20,6,0,0,3
"CursorableLinkedList$Listable",7,0.11,1.00,22,0.11,1020.29,10,3,13,7,0,163.12,1,30,4.00,6.00,1,0.00,0,0,3,0,1,1,0.43,0.00,java.lang.Object,135.18,0,1,0,323.16,0,99,0.00,7,4,0,1,0
"CursorableSubList",35,0.26,1.37,148,1.28,43040.19,38,3,0,35,1,171.50,25,199,11.00,143.00,6,0.50,0,1,5,1,2,7,0.08,0.00,org.apache.commons.collections.CursorableLinkedList,122.99,0,1,0,3825.17,27,924,0.50,48,30,1,0,2
"DefaultKeyValue",9,0.00,1.44,32,0.37,14072.07,9,0,2,9,7,76.12,74,49,23.00,9.00,3,0.50,0,1,4,3,2,13,0.00,0.00,org.apache.commons.collections.keyvalue.AbstractKeyValue,124.96,0,0,0,1104.02,2,269,0.00,13,5,4,1,0
"DefaultMapBag",29,0.11,1.72,151,1.43,42585.90,32,3,8,29,6,90.72,165,198,17.00,147.00,6,0.00,2,0,4,4,1,28,0.23,2.00,java.lang.Object,118.94,0,1,0,4303.24,0,957,0.00,50,25,3,2,10
"DefaultMapBag$BagIterator",4,0.75,1.50,23,0.17,2689.57,8,4,8,4,1,120.05,0,30,4.00,0.00,2,0.00,0,0,2,1,1,0,0.81,0.00,java.lang.Object,120.05,0,1,0,506.62,0,125,0.00,6,2,0,1,0
"DefaultMapEntry",10,0.33,1.20,34,0.35,10980.58,12,2,1,10,4,78.49,81,50,46.00,26.00,3,0.00,0,0,4,1,1,15,0.20,0.00,java.lang.Object,126.95,0,1,0,1039.25,0,261,0.00,12,6,3,1,2
"DefaultMapEntry",3,0.00,1.00,7,0.07,750.90,3,0,2,3,6,89.68,30,11,0.00,3.00,1,0.67,0,2,3,2,3,4,0.00,0.00,org.apache.commons.collections.keyvalue.AbstractMapEntry,138.16,0,0,0,196.37,0,57,0.00,3,0,4,2,0
"DoubleOrderedMap",49,0.01,2.78,384,6.76,604061.00,61,12,9,53,8,63.24,560,620,22.00,935.00,15,0.50,0,1,20,0,2,79,0.07,0.00,java.util.AbstractMap,104.79,4,0,4,20267.69,1,4003,0.00,136,29,8,2,32
"DoubleOrderedMap$AbstractCollection",6,0.00,1.33,20,0.17,2700.98,6,0,9,6,1,130.29,0,28,4.00,10.00,3,0.00,0,0,1,1,1,0,0.00,0.00,java.lang.Object,130.29,0,0,0,505.46,2,127,0.00,8,5,0,1,2
"DoubleOrderedMap$AbstractCollection$DoubleOrderedMapIterator",1,0.00,1.00,3,0.01,124.54,1,0,9,1,0,136.47,0,5,2.00,0.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,136.47,0,0,0,41.51,0,12,0.00,1,1,0,1,0
"DoubleOrderedMap$AbstractCollection_2",6,0.00,1.33,20,0.17,2661.38,6,0,9,6,1,130.34,0,28,4.00,10.00,3,0.00,0,0,1,1,1,0,0.00,0.00,java.lang.Object,130.34,0,0,0,507.55,2,127,0.00,8,5,0,1,2
"DoubleOrderedMap$AbstractCollection_2$DoubleOrderedMapIterator",1,0.00,1.00,3,0.01,124.54,1,0,9,1,0,136.47,0,5,2.00,0.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,136.47,0,0,0,41.51,0,12,0.00,1,1,0,1,0
"DoubleOrderedMap$AbstractSet",5,0.00,1.60,24,0.30,7757.35,5,0,9,5,1,120.09,0,34,7.00,7.00,3,0.00,0,0,1,1,1,0,0.00,0.00,java.lang.Object,120.09,0,0,0,899.28,2,192,0.00,8,4,0,1,2
"DoubleOrderedMap$AbstractSet$DoubleOrderedMapIterator",1,0.00,1.00,3,0.01,60.00,1,0,9,1,0,138.97,0,5,1.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,138.97,0,0,0,24.00,0,8,0.00,1,1,0,1,0
"DoubleOrderedMap$AbstractSet_0",5,0.00,1.00,13,0.11,1383.21,5,0,9,5,1,136.06,0,18,3.00,8.00,1,0.00,0,0,1,1,1,0,0.00,0.00,java.lang.Object,136.06,0,0,0,321.37,1,86,0.00,5,4,0,1,3
"DoubleOrderedMap$AbstractSet_0$DoubleOrderedMapIterator",1,0.00,1.00,3,0.01,124.54,1,0,9,1,0,136.47,0,5,2.00,0.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,136.47,0,0,0,41.51,0,12,0.00,1,1,0,1,0
"DoubleOrderedMap$AbstractSet_1",5,0.00,1.00,13,0.11,1422.82,5,0,9,5,1,135.96,0,18,3.00,8.00,1,0.00,0,0,1,1,1,0,0.00,0.00,java.lang.Object,135.96,0,0,0,319.27,1,86,0.00,5,4,0,1,3
"DoubleOrderedMap$AbstractSet_1$DoubleOrderedMapIterator",1,0.00,1.00,3,0.01,124.54,1,0,9,1,0,136.47,0,5,2.00,0.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,136.47,0,0,0,41.51,0,12,0.00,1,1,0,1,0
"DoubleOrderedMap$AbstractSet_3",5,0.00,1.60,24,0.30,7757.35,5,0,9,5,1,120.09,0,35,7.00,7.00,3,0.00,0,0,1,1,1,0,0.00,0.00,java.lang.Object,120.09,0,0,0,899.28,2,192,0.00,8,4,0,1,2
"DoubleOrderedMap$AbstractSet_3$DoubleOrderedMapIterator",1,0.00,1.00,3,0.01,60.00,1,0,9,1,0,138.97,0,5,1.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,138.97,0,0,0,24.00,0,8,0.00,1,1,0,1,0
"DoubleOrderedMap$DoubleOrderedMapIterator",5,0.38,1.80,29,0.21,4841.24,9,4,9,5,1,68.60,45,43,5.00,0.00,3,0.00,0,0,2,1,1,9,0.55,0.00,java.lang.Object,118.59,0,1,0,643.81,3,152,0.00,9,3,0,2,1
"DoubleOrderedMap$Node",19,0.05,1.16,61,0.59,12391.50,26,7,9,19,1,92.68,122,88,12.00,145.00,3,0.00,0,0,8,1,1,25,0.19,0.00,java.lang.Object,129.67,0,1,0,1783.04,0,442,0.00,22,11,0,3,0
"DualHashBidiMap",7,1.00,1.00,20,0.15,1896.83,8,1,7,7,6,104.17,41,29,7.00,12.00,1,0.50,0,1,5,2,2,8,0.00,0.00,org.apache.commons.collections.bidimap.AbstractDualBidiMap,134.60,0,1,0,459.20,1,127,0.06,7,2,4,1,0
"DualTreeBidiMap",19,0.42,1.32,69,0.66,13652.34,21,2,18,19,13,141.40,63,96,13.00,72.00,4,0.50,0,1,6,8,2,13,0.11,0.00,org.apache.commons.collections.bidimap.AbstractDualBidiMap,127.31,0,1,0,1981.99,3,488,0.04,25,13,5,1,0
"DualTreeBidiMap$BidiOrderedMapIterator",11,0.23,1.45,43,0.40,7546.27,14,3,18,11,3,173.71,7,62,9.00,0.00,3,0.00,0,0,3,3,1,2,0.55,0.00,java.lang.Object,126.24,0,1,0,1207.61,0,295,0.00,16,8,0,2,2
"DualTreeBidiMap$ViewMap",6,0.40,1.17,20,0.19,2783.11,7,1,18,6,2,177.20,9,25,6.00,2.00,2,0.67,0,2,2,2,3,7,0.67,0.00,org.apache.commons.collections.map.AbstractSortedMapDecorator,130.23,0,0,0,579.72,4,148,0.10,7,4,0,2,0
"EntrySetMapIterator",9,0.22,1.56,41,0.32,5095.82,13,4,4,9,3,74.51,79,57,7.00,0.00,2,0.00,0,0,3,2,1,14,0.44,0.00,java.lang.Object,124.40,0,1,0,955.38,0,239,0.00,14,6,1,1,2
"EnumerationUtils",2,0.00,1.00,4,0.03,378.51,2,0,3,2,2,94.99,21,7,6.00,2.00,1,0.00,0,0,1,1,1,4,0.00,0.00,java.lang.Object,141.61,0,0,0,78.53,0,24,0.00,2,1,1,1,0
"EqualPredicate",3,0.25,1.33,12,0.08,1062.53,5,2,2,3,4,78.16,27,17,4.00,1.00,2,0.00,0,0,1,2,1,4,0.33,0.00,java.lang.Object,128.16,0,1,0,247.81,0,66,0.00,4,2,2,2,0
"ExceptionClosure",2,2.00,1.00,7,0.04,418.65,4,2,3,3,4,84.09,16,10,3.00,2.00,1,0.00,0,0,2,2,1,3,0.00,0.00,java.lang.Object,132.20,1,1,1,127.61,0,37,0.00,2,0,2,2,0
"ExceptionFactory",2,2.00,1.00,7,0.04,388.46,4,2,3,3,4,84.35,16,10,3.00,2.00,1,0.00,0,0,1,2,1,3,0.00,0.00,java.lang.Object,132.46,1,1,1,117.54,0,35,0.00,2,1,2,2,0
"ExceptionPredicate",2,2.00,1.00,7,0.04,418.65,4,2,3,3,4,84.09,16,10,3.00,2.00,1,0.00,0,0,1,2,1,3,0.00,0.00,java.lang.Object,132.20,1,1,1,127.61,0,37,0.00,2,1,2,2,0
"ExceptionTransformer",2,2.00,1.00,7,0.04,440.73,4,2,3,3,4,83.92,16,10,4.00,2.00,1,0.00,0,0,1,2,1,3,0.00,0.00,java.lang.Object,132.02,1,1,1,125.97,0,37,0.00,2,1,2,2,0
"ExtendedProperties",58,0.06,2.91,483,5.91,320924.66,67,9,19,60,2,76.83,752,647,24.00,890.00,13,0.50,0,1,14,0,2,105,0.05,0.00,java.util.Hashtable,106.52,2,0,2,17733.36,6,3550,0.00,169,44,2,1,26
"ExtendedProperties$PropertiesReader",2,0.00,3.00,16,0.19,8518.50,2,0,19,2,0,58.53,17,25,10.00,2.00,5,0.50,0,1,1,0,2,3,0.00,0.00,java.io.LineNumberReader,108.04,0,0,0,555.97,2,112,0.00,6,1,0,1,0
