Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF
"AbstractHashedMap$KeySet",6,0.20,1.00,17,0.16,2644.97,7,1,17,6,1,180.98,4,29,4.00
"AbstractHashedMap$KeySetIterator",2,0.00,1.00,5,0.07,963.60,2,0,17,2,1,181.77,3,9,2.00
"AbstractHashedMap$Values",5,0.25,1.00,13,0.12,1711.50,6,1,17,5,1,184.63,4,23,3.00
"AbstractHashedMap$ValuesIterator",2,0.00,1.00,5,0.07,963.60,2,0,17,2,1,181.77,3,9,2.00
"AbstractInputCheckedMapDecorator",5,0.00,1.20,12,0.11,1645.72,5,0,7,5,9,89.68,52,20,4.00
"AbstractInputCheckedMapDecorator$EntrySet",4,0.17,2.25,32,0.50,21661.06,6,2,7,4,2,138.12,10,41,14.00
"AbstractInputCheckedMapDecorator$EntrySetIterator",2,1.00,1.00,8,0.13,2760.27,3,1,7,2,2,163.47,4,13,12.00
"AbstractInputCheckedMapDecorator$MapEntry",2,1.00,1.00,8,0.09,1702.93,3,1,7,2,2,165.12,4,12,4.00
"AbstractIterableGetMapDecorator",16,1.00,1.12,38,0.35,5526.74,17,1,6,16,4,182.99,25,60,9.00
"AbstractIterableMap",1,0.00,1.00,3,0.04,514.12,1,0,2,1,6,81.62,9,5,5.00
"AbstractIterableMapTest",8,0.00,2.50,67,0.71,27779.30,8,0,7,8,21,120.98,27,90,12.00
"AbstractIterableMapTest$InnerTestMapIterator",10,0.00,1.00,24,0.24,2919.56,10,0,7,10,3,169.44,2,44,6.00
"AbstractIteratorDecorator",2,0.00,1.00,5,0.04,465.89,2,0,1,2,16,89.18,16,8,2.00
"AbstractIteratorTest",10,0.00,2.00,52,0.45,13455.41,10,0,3,10,24,77.71,69,75,7.00
"AbstractKeyValue",6,0.40,1.00,21,0.17,3293.72,8,2,1,6,3,111.03,30,33,43.00
"AbstractLinkedList",49,0.17,1.76,266,2.81,113944.04,52,3,12,49,6,114.14,203,330,17.00
"AbstractLinkedList$LinkedListIterator",12,0.27,1.42,63,0.51,11062.96,17,5,12,12,2,117.47,50,83,7.00
"AbstractLinkedList$LinkedSubList",14,0.33,1.50,76,0.86,23939.67,18,4,12,14,1,164.13,8,109,12.00
"AbstractLinkedList$LinkedSubListIterator",6,0.40,1.00,19,0.19,2999.09,7,1,12,6,0,180.36,5,31,2.00
"AbstractLinkedList$Node",9,0.17,1.00,28,0.20,4007.74,12,3,12,9,0,91.10,61,38,4.00
"AbstractLinkedListTest",8,0.00,2.62,117,1.59,88509.82,8,0,1,8,4,138.87,14,147,16.00
"AbstractLinkedListTest",12,0.00,1.67,86,0.80,19428.84,12,0,6,12,1,110.44,50,124,10.00
"AbstractLinkedMap",23,0.64,1.70,105,1.35,50693.04,24,1,10,23,14,70.72,190,146,25.00
"AbstractLinkedMap$EntrySetIterator",3,0.00,1.00,7,0.10,1511.85,3,0,10,3,3,185.76,3,12,5.00
"AbstractLinkedMap$KeySetIterator",3,0.00,1.00,7,0.09,1182.33,3,0,10,3,3,186.60,3,13,3.00
"AbstractLinkedMap$LinkEntry",1,2.00,1.00,5,0.07,1097.86,3,2,10,1,0,147.04,19,7,0.00
"AbstractLinkedMap$LinkIterator",9,0.41,1.78,48,0.47,11016.76,13,4,10,9,2,168.28,7,66,8.00
"AbstractLinkedMap$LinkMapIterator",6,0.00,1.50,22,0.25,6110.74,6,0,10,6,4,170.68,3,33,8.00
"AbstractLinkedMap$ValuesIterator",3,0.00,1.00,7,0.09,1182.33,3,0,10,3,3,186.60,3,13,3.00
"AbstractListDecorator",15,1.00,1.00,32,0.35,6044.76,16,1,4,15,2,182.00,26,52,8.00
"AbstractListIteratorDecorator",11,0.10,1.09,27,0.19,2896.87,12,1,1,11,8,161.49,31,40,6.00
"AbstractListIteratorTest",13,0.00,2.46,103,1.11,48435.41,13,0,3,13,7,79.50,75,140,11.00
"AbstractListTest",47,0.00,3.09,643,7.86,390776.97,47,0,17,47,19,69.24,266,812,30.00
"AbstractListTest$AbstractCollection<E>",2,0.00,1.00,5,0.04,525.71,2,0,17,2,0,136.87,0,10,3.00
"AbstractListTest$BulkTestSubList",12,0.18,1.00,35,0.43,8527.58,13,1,17,12,1,130.97,0,60,15.00
"AbstractListTest$TestListIterator",7,0.00,1.00,17,0.16,1833.41,7,0,17,7,2,137.35,0,31,5.00
"AbstractListValuedMap",7,0.00,1.00,14,0.19,3104.14,7,0,7,7,5,108.27,41,28,7.00
"AbstractListValuedMap$ValuesListIterator",11,0.20,1.18,37,0.37,6498.25,14,3,7,11,1,152.03,1,60,6.00
"AbstractListValuedMap$WrappedList",14,0.00,1.43,56,0.74,20265.89,14,0,7,14,2,160.50,4,90,13.00
"AbstractMapBag",27,0.02,2.30,201,2.36,92580.71,31,4,12,27,5,66.17,195,272,22.00
"AbstractMapBag$BagIterator",4,0.72,2.25,35,0.37,8911.78,10,6,12,4,1,134.71,11,49,5.00
"AbstractMapBag$MutableInteger",3,0.50,1.33,10,0.07,1467.59,4,1,12,3,0,150.62,9,17,3.00
"AbstractMapDecorator",18,1.00,1.11,42,0.39,6266.70,19,1,3,18,12,177.80,35,66,10.00
"AbstractMapEntry",4,0.00,1.50,14,0.28,13485.37,4,0,1,4,7,73.43,39,27,35.00
"AbstractMapEntryDecorator",8,0.14,1.25,22,0.21,3799.91,9,1,2,8,5,163.97,20,36,5.00
"AbstractMapEntryTest",9,0.19,1.11,47,0.74,26585.56,11,2,3,9,3,95.22,47,61,26.00
"AbstractMapIteratorDecorator",8,0.14,1.12,21,0.16,2665.06,9,1,1,8,1,145.53,28,31,5.00
"AbstractMapIteratorTest",15,0.00,2.53,149,1.86,90843.48,15,0,5,15,8,84.48,76,192,20.00
"AbstractMapMultiSet",21,0.03,2.05,142,1.58,66033.24,24,3,9,21,7,91.85,108,185,19.00
"AbstractMapMultiSet$EntrySetIterator",4,0.33,1.25,20,0.22,4128.99,8,4,9,4,1,146.64,11,30,4.00
"AbstractMapMultiSet$MapBasedMultiSetIterator",4,0.72,2.25,35,0.37,8911.78,10,6,9,4,1,134.71,11,49,5.00
"AbstractMapMultiSet$MultiSetEntry",3,0.50,1.00,8,0.08,1068.29,4,1,9,3,0,168.71,7,14,2.00
"AbstractMapMultiSet$MutableInteger",3,0.50,1.33,10,0.07,1467.59,4,1,9,3,0,150.62,9,17,3.00
"AbstractMapMultiSet$UniqueSetIterator",3,0.33,1.33,19,0.17,3716.50,6,3,9,3,2,116.67,12,26,3.00
"AbstractMapTest",79,0.12,2.16,778,10.38,543049.56,85,6,18,79,17,62.85,535,1007,31.00
"AbstractMapTest$TestMapEntrySet",18,0.00,1.50,109,1.76,135550.31,18,0,18,18,2,158.86,12,149,26.00
"AbstractMapTest$TestMapKeySet",12,0.00,1.00,30,0.29,3770.50,12,0,18,12,2,136.26,0,54,14.00
"AbstractMapTest$TestMapValues",15,0.00,1.00,36,0.32,3889.36,15,0,18,15,2,181.47,7,66,8.00
"AbstractMockPredicateTest",5,0.00,1.40,22,0.23,5272.02,7,2,8,5,1,79.08,36,32,8.00
"AbstractMultiSet",24,0.48,1.67,109,1.19,36683.14,26,2,11,24,6,117.23,101,152,16.00
"AbstractMultiSet$AbstractEntry",3,0.00,1.33,13,0.21,8677.85,3,0,11,3,0,169.68,3,23,34.00
"AbstractMultiSet$EntrySet",5,0.25,1.80,25,0.32,11834.70,6,1,11,5,1,160.99,9,39,10.00
"AbstractMultiSet$MultiSetIterator",4,0.60,1.75,28,0.28,5913.15,9,5,11,4,1,139.85,11,40,4.00
"AbstractMultiSet$Transformer<Entry<E>,E>",1,0.00,1.00,3,0.02,421.94,1,0,11,1,0,132.30,0,6,5.00
"AbstractMultiSet$UniqueSet",7,0.17,1.00,16,0.17,2770.57,8,1,11,7,1,184.63,10,30,5.00
"AbstractMultiSetDecorator",11,1.00,1.00,24,0.27,4644.11,12,1,3,11,3,174.18,24,46,6.00
"AbstractMultiSetTest",29,0.00,1.97,382,5.32,373057.62,29,0,15,29,10,124.76,76,462,27.00
"AbstractMultiSetTest$TestMultiSetUniqueSet",12,0.00,1.00,29,0.33,5493.95,12,0,15,12,2,135.52,0,53,15.00
"AbstractMultiValuedMap",30,0.15,1.67,142,1.78,58796.86,35,5,27,30,24,100.55,152,257,18.00
"AbstractMultiValuedMap$AsMap",11,0.30,1.18,34,0.38,8664.41,12,1,27,11,1,166.17,3,59,9.00
"AbstractMultiValuedMap$AsMap$AsMapEntrySet",5,0.00,1.20,15,0.21,3907.77,5,0,27,5,1,130.14,0,27,7.00
"AbstractMultiValuedMap$AsMap$AsMapEntrySetIterator",2,0.00,1.00,7,0.14,3704.73,2,0,27,2,2,171.71,3,11,15.00
"AbstractMultiValuedMap$EntryValues",2,0.00,1.50,5,0.32,18445.17,2,0,27,2,2,171.55,3,15,4.00
"AbstractMultiValuedMap$EntryValues$LazyIteratorChain<Entry<K,V>>",1,1.00,2.00,9,0.22,10477.84,3,2,27,4,2,103.29,0,12,12.00
"AbstractMultiValuedMap$EntryValues$LazyIteratorChain<Entry<K,V>>$Transformer<V,Entry<K,V>>",1,0.00,1.00,3,0.03,547.30,1,0,27,1,0,131.41,0,6,6.00
"AbstractMultiValuedMap$KeysMultiSet",6,0.00,1.17,18,0.21,3965.20,6,0,27,6,3,175.49,3,42,6.00
"AbstractMultiValuedMap$KeysMultiSet$MapEntryTransformer",1,0.00,1.00,3,0.13,2742.92,1,0,27,1,1,125.90,0,6,14.00
"AbstractMultiValuedMap$KeysMultiSet$MapEntryTransformer$AbstractMultiSet.AbstractEntry<K>",2,0.00,1.00,5,0.04,370.34,2,0,27,2,0,138.07,0,10,3.00
"AbstractMultiValuedMap$MultiValuedMapEntry",2,0.00,1.00,5,0.04,373.96,2,0,27,2,1,185.00,3,9,4.00
"AbstractMultiValuedMap$MultiValuedMapIterator",7,0.08,1.43,24,0.21,3882.35,9,2,27,7,2,171.88,3,41,6.00
"AbstractMultiValuedMap$Values",3,0.00,1.33,13,0.11,2700.22,3,0,27,3,2,173.67,3,18,5.00
"AbstractMultiValuedMap$ValuesIterator",4,0.33,1.25,16,0.14,1981.44,7,3,27,4,1,175.91,3,25,3.00
"AbstractMultiValuedMap$WrappedCollection",16,0.53,1.81,79,0.99,28405.36,17,1,27,16,3,167.31,11,125,13.00
"AbstractMultiValuedMapDecorator",24,0.50,1.08,55,0.64,11336.25,26,2,8,24,5,185.88,28,105,13.00
"AbstractMultiValuedMapTest",55,0.44,1.60,439,6.32,295832.65,57,2,23,55,24,131.58,156,548,22.00
"AbstractMultiValuedMapTest$TestMultiValuedMapAsMap",12,0.00,1.25,50,0.67,26906.08,12,0,23,12,3,160.55,4,71,10.00
"AbstractMultiValuedMapTest$TestMultiValuedMapEntries",12,0.00,1.00,29,0.35,4752.79,12,0,23,12,2,171.33,3,54,16.00
"AbstractMultiValuedMapTest$TestMultiValuedMapKeySet",8,0.00,1.00,17,0.17,2054.01,8,0,23,8,2,139.58,0,34,11.00
"AbstractMultiValuedMapTest$TestMultiValuedMapKeys",10,0.00,1.00,25,0.25,3226.55,10,0,23,10,3,136.17,0,45,15.00
"AbstractMultiValuedMapTest$TestMultiValuedMapValues",12,0.00,1.00,29,0.29,3737.59,12,0,23,12,2,166.71,2,53,14.00
"AbstractNavigableSetDecorator",14,1.00,1.00,30,0.34,5920.28,15,1,2,14,2,181.01,25,59,9.00
"AbstractNavigableSetTest",12,0.00,1.25,54,0.70,22678.63,12,0,4,12,6,86.34,74,77,14.00
"AbstractNavigableSetTest$TestNavigableSetSubSet",18,0.04,1.11,84,1.04,49239.59,27,9,4,18,2,118.72,0,126,9.00
"AbstractNullComparatorTest",2,0.00,1.00,8,0.08,2250.99,2,0,5,2,3,155.01,5,11,12.00
"AbstractNullComparatorTest$TestNullComparator1",5,0.00,1.00,18,0.20,7380.06,5,0,5,5,2,174.52,6,28,5.00
"AbstractNullComparatorTest$TestNullComparator2",5,0.00,1.00,18,0.21,7399.70,5,0,5,5,2,174.51,6,28,5.00
"AbstractObjectTest",25,1.00,1.36,109,1.19,27797.09,26,1,11,25,7,107.64,121,157,17.00
"AbstractOrderedBidiMapDecorator",8,0.00,1.00,17,0.19,3184.43,8,0,2,8,6,150.95,27,35,6.00
"AbstractOrderedBidiMapDecoratorTest",6,0.00,1.00,13,0.11,1453.59,6,0,3,6,2,188.03,8,26,4.00
"AbstractOrderedBidiMapDecoratorTest$TestOrderedBidiMap",3,1.00,1.33,11,0.12,2865.78,4,1,3,3,3,176.18,3,17,6.00
"AbstractOrderedBidiMapTest",8,0.00,2.62,80,0.99,51067.99,8,0,10,8,9,151.34,11,104,28.00
"AbstractOrderedBidiMapTest$TestBidiOrderedMapIterator",9,0.00,1.00,22,0.22,2615.54,9,0,10,9,3,170.58,2,40,6.00
"AbstractOrderedMapDecorator",8,0.00,1.00,17,0.16,2557.42,8,0,2,8,4,141.54,31,29,6.00
"AbstractOrderedMapIteratorDecorator",10,0.11,1.10,25,0.18,2944.02,11,1,1,10,1,157.08,30,37,5.00
"AbstractOrderedMapIteratorTest",6,0.00,2.67,65,0.99,52287.78,6,0,8,6,5,75.19,33,84,35.00
"AbstractOrderedMapTest",11,0.00,2.27,88,1.15,53208.89,11,0,13,11,14,130.26,32,120,23.00
"AbstractOrderedMapTest$InnerTestOrderedMapIterator",9,0.00,1.00,22,0.22,2675.89,9,0,13,9,4,170.50,2,40,6.00
"AbstractPatriciaTrie",51,0.06,3.55,487,6.60,550303.28,58,7,16,52,15,52.93,421,787,29.00
"AbstractPatriciaTrie$EntrySet",5,0.00,1.60,20,0.29,9126.58,5,0,16,5,1,169.36,3,34,10.00
"AbstractPatriciaTrie$EntrySet$EntryIterator",1,0.00,1.00,3,0.03,340.87,1,0,16,1,0,153.64,3,5,4.00
"AbstractPatriciaTrie$KeySet",5,0.00,1.00,13,0.12,1947.38,5,0,16,5,1,181.76,3,24,3.00
"AbstractPatriciaTrie$KeySet$KeyIterator",1,0.00,1.00,3,0.02,158.89,1,0,16,1,0,156.25,3,5,2.00
"AbstractPatriciaTrie$PrefixRangeEntrySet",3,0.17,2.00,19,0.26,10146.11,6,3,16,3,1,152.73,6,28,12.00
"AbstractPatriciaTrie$PrefixRangeEntrySet$EntryIterator",4,0.27,2.00,29,0.32,8180.15,9,5,16,4,1,117.58,15,41,6.00
"AbstractPatriciaTrie$PrefixRangeEntrySet$SingletonIterator",4,0.17,1.50,17,0.15,2468.35,6,2,16,4,1,174.12,3,24,4.00
"AbstractPatriciaTrie$PrefixRangeMap",14,0.10,1.64,74,0.97,51572.64,21,7,16,14,1,158.83,25,111,18.00
"AbstractPatriciaTrie$RangeEntryMap",10,0.00,1.80,50,0.59,27387.85,14,4,16,10,0,165.43,14,81,10.00
"AbstractPatriciaTrie$RangeEntrySet",6,0.07,2.67,52,0.71,30228.43,9,3,16,6,1,156.25,6,74,14.00
"AbstractPatriciaTrie$RangeEntrySet$EntryIterator",3,0.00,1.33,11,0.15,3477.69,4,1,16,3,0,165.40,6,17,4.00
"AbstractPatriciaTrie$RangeMap",19,1.00,1.58,66,0.86,21162.42,20,1,16,19,1,169.68,34,98,16.00
"AbstractPatriciaTrie$Reference",2,1.00,1.00,6,0.03,365.82,3,1,16,2,0,145.45,7,9,2.00
"AbstractPatriciaTrie$TrieEntry",5,0.25,2.80,51,0.83,77776.27,11,6,16,5,0,99.96,20,76,24.00
"AbstractPatriciaTrie$TrieIterator",6,0.13,1.67,30,0.32,8589.44,9,3,16,6,1,147.11,16,41,10.00
"AbstractPatriciaTrie$TrieMapIterator",8,0.71,1.62,34,0.31,8627.50,9,1,16,8,2,164.28,3,49,8.00
"AbstractPatriciaTrie$Values",5,0.00,1.40,19,0.17,3443.82,5,0,16,5,1,173.57,3,29,5.00
"AbstractPatriciaTrie$Values$ValueIterator",1,0.00,1.00,3,0.02,158.89,1,0,16,1,0,156.25,3,5,2.00
"AbstractPredicateTest",5,0.17,1.00,16,0.17,2804.44,8,3,4,5,4,177.15,3,23,7.00
"AbstractQuantifierPredicate",2,0.00,1.00,7,0.09,1483.57,4,2,2,2,7,78.24,19,10,4.00
"AbstractQueueDecorator",8,1.00,1.00,18,0.15,2134.29,9,1,2,8,2,141.23,31,29,6.00
"AbstractQueueTest",17,0.00,2.35,167,1.84,67205.05,17,0,9,17,5,75.13,99,201,23.00
"AbstractReferenceMap",29,0.16,1.62,136,1.63,50391.63,33,4,17,29,11,70.37,274,208,18.00
"AbstractReferenceMap$ReferenceBaseIterator",7,0.33,2.00,60,0.53,14497.66,16,9,17,7,1,155.76,11,75,7.00
"AbstractReferenceMap$ReferenceEntry",9,0.25,2.22,51,0.82,33116.93,10,1,17,9,1,64.70,77,81,25.00
"AbstractReferenceMap$ReferenceEntrySet",3,0.00,1.33,13,0.18,6934.52,3,0,17,3,2,165.38,5,17,11.00
"AbstractReferenceMap$ReferenceEntrySetIterator",2,0.00,1.00,5,0.07,856.33,2,0,17,2,1,182.17,3,9,4.00
"AbstractReferenceMap$ReferenceKeySet",3,0.00,1.33,13,0.13,3952.17,3,0,17,3,1,167.31,5,17,7.00
"AbstractReferenceMap$ReferenceKeySetIterator",2,0.00,1.00,5,0.06,833.62,2,0,17,2,1,182.26,3,9,2.00
"AbstractReferenceMap$ReferenceMapIterator",5,0.00,1.60,20,0.22,5859.99,5,0,17,5,3,170.87,3,29,10.00
"AbstractReferenceMap$ReferenceStrength",2,1.00,1.50,14,0.09,1442.64,3,1,17,2,0,98.75,10,19,6.00
"AbstractReferenceMap$ReferenceValues",3,0.00,1.33,13,0.13,3952.17,3,0,17,3,1,167.31,5,17,7.00
"AbstractReferenceMap$ReferenceValuesIterator",2,0.00,1.00,5,0.06,833.62,2,0,17,2,1,182.26,3,9,2.00
"AbstractReferenceMap$SoftRef",2,1.00,1.00,7,0.07,1255.80,3,1,17,2,0,128.68,8,11,0.00
"AbstractReferenceMap$WeakRef",2,1.00,1.00,7,0.07,1255.80,3,1,17,2,0,168.33,4,11,0.00
"AbstractSerializableListDecorator",3,1.00,1.00,10,0.11,1709.70,4,1,5,3,6,79.57,27,16,8.00
"AbstractSerializableSetDecorator",3,1.00,1.00,10,0.11,1709.70,4,1,5,3,3,79.57,27,16,8.00
"AbstractSetDecorator",5,1.00,1.00,12,0.12,2098.81,6,1,2,5,2,118.06,25,22,4.00
"AbstractSetTest",11,0.00,1.09,48,0.53,11617.45,11,0,5,11,10,89.75,67,69,10.00
"AbstractSetValuedMap",7,0.00,1.00,14,0.19,3032.05,7,0,5,7,4,106.56,42,28,7.00
"AbstractSetValuedMap$WrappedSet",3,0.00,1.67,14,0.18,6139.42,3,0,5,3,1,164.52,5,22,14.00
"AbstractSortedBagDecorator",6,1.00,1.00,14,0.13,2111.72,7,1,2,6,4,133.99,25,26,5.00
"AbstractSortedBagTest",11,0.00,1.45,49,0.58,19660.84,11,0,2,11,8,115.84,47,74,10.00
"AbstractSortedBidiMapDecorator",8,0.00,1.00,17,0.24,4591.06,8,0,3,8,3,149.70,27,34,8.00
"AbstractSortedBidiMapTest",21,0.30,1.43,463,8.37,766579.01,24,3,13,23,7,113.00,55,498,45.00
"AbstractSortedMapDecorator",12,0.00,1.00,28,0.35,7523.49,12,0,9,12,7,155.63,36,44,10.00
"AbstractSortedMapDecorator$SortedMapIterator",4,0.00,1.00,11,0.16,2525.93,4,0,9,4,3,118.67,19,18,11.00
"AbstractSortedMapTest",13,0.00,1.08,33,0.34,6089.76,13,0,8,13,10,158.41,37,50,11.00
"AbstractSortedMapTest$TestHeadMap",5,0.00,1.60,30,0.42,11027.98,7,2,8,5,1,151.67,11,39,8.00
"AbstractSortedMapTest$TestSubMap",5,0.25,1.60,34,0.56,21687.34,8,3,8,5,1,147.33,11,44,8.00
"AbstractSortedMapTest$TestTailMap",5,0.08,1.60,32,0.49,15882.90,8,3,8,5,1,149.38,11,41,8.00
"AbstractSortedMapTest$TestViewMap",16,0.08,1.00,41,0.38,6088.89,20,4,8,17,3,184.73,19,76,8.00
"AbstractSortedSetDecorator",9,1.00,1.00,20,0.20,3681.45,10,1,3,9,2,160.17,26,33,7.00
"AbstractSortedSetTest",13,0.00,1.38,59,0.69,23388.23,13,0,4,13,6,87.39,79,85,11.00
"AbstractSortedSetTest$TestSortedSetSubSet",15,0.05,1.13,70,0.84,30537.87,23,8,4,15,2,169.65,14,106,7.00
"AbstractTreeMapTest",5,0.00,1.00,16,0.20,3967.09,5,0,2,5,1,174.89,8,26,7.00
"AbstractUntypedIteratorDecorator",4,0.33,1.25,13,0.10,1796.66,5,1,1,4,4,108.89,21,19,2.00
"AllPredicate",4,1.00,2.50,26,0.33,13468.16,5,1,5,4,7,74.76,48,34,10.00
"AllPredicateTest",9,0.00,1.00,27,0.44,9464.89,9,0,7,9,3,125.12,38,58,8.00
"AndPredicate",4,0.22,1.25,16,0.23,6952.41,7,3,2,4,4,72.82,37,24,7.00
"AnyPredicate",4,1.00,2.50,26,0.38,16816.76,5,1,2,4,6,74.00,48,36,14.00
"ArrayIterator",11,0.03,1.36,41,0.38,8551.98,15,4,3,11,6,76.63,98,64,4.00
"ArrayIterator2Test",9,0.75,2.11,60,0.78,42733.38,10,1,2,9,3,158.38,13,92,14.00
"ArrayIteratorTest",7,0.83,1.43,31,0.32,7383.11,8,1,2,7,3,172.48,8,46,8.00
"ArrayListIterator",11,0.70,1.27,33,0.37,7017.70,12,1,3,11,5,83.63,114,53,7.00
"ArrayListIterator2Test",6,0.00,1.00,13,0.17,3354.64,6,0,0,6,2,186.13,5,22,6.00
"ArrayListIteratorTest",7,0.00,1.86,41,0.55,19015.60,7,0,3,7,2,147.00,17,60,10.00
"ArrayListValuedHashMap",9,0.09,1.11,34,0.34,5982.63,13,4,9,9,9,92.15,56,44,8.00
"ArrayListValuedHashMapTest",9,0.00,1.11,81,1.12,36556.16,9,0,6,9,5,151.67,15,99,14.00
"ArrayStack",8,1.00,1.62,36,0.34,11986.26,9,1,2,8,1,73.18,81,54,5.00
"ArrayStackTest",7,0.00,1.29,42,0.57,18979.66,7,0,2,7,3,154.53,14,67,11.00
"Bag",11,0.00,1.00,12,1.60,45763.96,11,0,3,11,30,118.12,151,13,0.00
"BagUtils",12,0.45,1.00,26,0.48,13928.23,14,2,11,16,16,118.01,173,45,13.00
"BagUtilsTest",8,0.29,2.50,65,0.90,28473.31,10,2,13,10,17,144.00,18,114,15.00
"BidiMap",5,0.00,1.00,6,0.36,7648.10,5,0,1,5,14,159.13,89,7,0.00
"BooleanComparator",9,0.03,1.00,26,0.28,6943.44,13,4,2,10,3,99.54,115,41,16.00
"BooleanComparatorTest",12,0.00,1.50,71,0.80,29132.96,12,0,4,12,2,158.98,21,102,17.00
"BoundedCollection",2,0.00,1.00,3,0.06,653.58,2,0,1,2,5,126.53,10,4,0.00
"BoundedIterator",6,0.35,2.33,39,0.33,9352.53,10,4,2,6,2,66.32,49,54,4.00
"BoundedIteratorTest",17,0.06,1.82,168,2.38,85047.33,19,2,7,17,3,108.07,65,234,20.00
"BoundedIteratorTest$AbstractIteratorDecorator<E>",1,0.00,1.00,3,0.01,95.10,1,0,7,2,0,137.39,0,5,2.00
"BoundedMap",2,0.00,1.00,3,0.07,825.89,2,0,0,2,6,125.73,10,4,0.00
"BulkTest",5,0.25,1.60,25,0.21,4829.87,8,3,9,5,74,110.23,189,39,7.00
